value,datetime,datetime_utc,tz_time,geo_id,geo_name
3675.0,2025-07-27 13:00:00+02:00,2025-07-27T11:00:00Z,2025-07-27T11:00:00.000Z,8741,Península
3720.0,2025-07-27 13:15:00+02:00,2025-07-27T11:15:00Z,2025-07-27T11:15:00.000Z,8741,Península
3820.0,2025-07-27 13:30:00+02:00,2025-07-27T11:30:00Z,2025-07-27T11:30:00.000Z,8741,Península
3910.0,2025-07-27 13:45:00+02:00,2025-07-27T11:45:00Z,2025-07-27T11:45:00.000Z,8741,Península
4011.0,2025-07-27 14:00:00+02:00,2025-07-27T12:00:00Z,2025-07-27T12:00:00.000Z,8741,Península
4111.0,2025-07-27 14:15:00+02:00,2025-07-27T12:15:00Z,2025-07-27T12:15:00.000Z,8741,Península
4231.0,2025-07-27 14:30:00+02:00,2025-07-27T12:30:00Z,2025-07-27T12:30:00.000Z,8741,Península
4367.0,2025-07-27 14:45:00+02:00,2025-07-27T12:45:00Z,2025-07-27T12:45:00.000Z,8741,Península
4531.0,2025-07-27 15:00:00+02:00,2025-07-27T13:00:00Z,2025-07-27T13:00:00.000Z,8741,Península
4686.0,2025-07-27 15:15:00+02:00,2025-07-27T13:15:00Z,2025-07-27T13:15:00.000Z,8741,Península
4843.0,2025-07-27 15:30:00+02:00,2025-07-27T13:30:00Z,2025-07-27T13:30:00.000Z,8741,Península
5004.0,2025-07-27 15:45:00+02:00,2025-07-27T13:45:00Z,2025-07-27T13:45:00.000Z,8741,Península
5204.0,2025-07-27 16:00:00+02:00,2025-07-27T14:00:00Z,2025-07-27T14:00:00.000Z,8741,Península
5381.0,2025-07-27 16:15:00+02:00,2025-07-27T14:15:00Z,2025-07-27T14:15:00.000Z,8741,Península
5569.0,2025-07-27 16:30:00+02:00,2025-07-27T14:30:00Z,2025-07-27T14:30:00.000Z,8741,Península
5763.0,2025-07-27 16:45:00+02:00,2025-07-27T14:45:00Z,2025-07-27T14:45:00.000Z,8741,Península
6008.0,2025-07-27 17:00:00+02:00,2025-07-27T15:00:00Z,2025-07-27T15:00:00.000Z,8741,Península
6205.0,2025-07-27 17:15:00+02:00,2025-07-27T15:15:00Z,2025-07-27T15:15:00.000Z,8741,Península
6396.0,2025-07-27 17:30:00+02:00,2025-07-27T15:30:00Z,2025-07-27T15:30:00.000Z,8741,Península
6577.0,2025-07-27 17:45:00+02:00,2025-07-27T15:45:00Z,2025-07-27T15:45:00.000Z,8741,Península
6837.0,2025-07-27 18:00:00+02:00,2025-07-27T16:00:00Z,2025-07-27T16:00:00.000Z,8741,Península
6990.0,2025-07-27 18:15:00+02:00,2025-07-27T16:15:00Z,2025-07-27T16:15:00.000Z,8741,Península
7125.0,2025-07-27 18:30:00+02:00,2025-07-27T16:30:00Z,2025-07-27T16:30:00.000Z,8741,Península
7241.0,2025-07-27 18:45:00+02:00,2025-07-27T16:45:00Z,2025-07-27T16:45:00.000Z,8741,Península
7513.0,2025-07-27 19:00:00+02:00,2025-07-27T17:00:00Z,2025-07-27T17:00:00.000Z,8741,Península
7601.0,2025-07-27 19:15:00+02:00,2025-07-27T17:15:00Z,2025-07-27T17:15:00.000Z,8741,Península
7679.0,2025-07-27 19:30:00+02:00,2025-07-27T17:30:00Z,2025-07-27T17:30:00.000Z,8741,Península
7750.0,2025-07-27 19:45:00+02:00,2025-07-27T17:45:00Z,2025-07-27T17:45:00.000Z,8741,Península
