value,datetime,datetime_utc,tz_time,geo_id,geo_name
4624.0,2025-05-04 00:00:00+02:00,2025-05-03T22:00:00Z,2025-05-03T22:00:00.000Z,8741,Península
4602.0,2025-05-04 00:15:00+02:00,2025-05-03T22:15:00Z,2025-05-03T22:15:00.000Z,8741,Península
4573.0,2025-05-04 00:30:00+02:00,2025-05-03T22:30:00Z,2025-05-03T22:30:00.000Z,8741,Península
4536.0,2025-05-04 00:45:00+02:00,2025-05-03T22:45:00Z,2025-05-03T22:45:00.000Z,8741,Península
4627.0,2025-05-04 01:00:00+02:00,2025-05-03T23:00:00Z,2025-05-03T23:00:00.000Z,8741,Península
4561.0,2025-05-04 01:15:00+02:00,2025-05-03T23:15:00Z,2025-05-03T23:15:00.000Z,8741,Península
4466.0,2025-05-04 01:30:00+02:00,2025-05-03T23:30:00Z,2025-05-03T23:30:00.000Z,8741,Península
4352.0,2025-05-04 01:45:00+02:00,2025-05-03T23:45:00Z,2025-05-03T23:45:00.000Z,8741,Península
4382.0,2025-05-04 02:00:00+02:00,2025-05-04T00:00:00Z,2025-05-04T00:00:00.000Z,8741,Península
4292.0,2025-05-04 02:15:00+02:00,2025-05-04T00:15:00Z,2025-05-04T00:15:00.000Z,8741,Península
4209.0,2025-05-04 02:30:00+02:00,2025-05-04T00:30:00Z,2025-05-04T00:30:00.000Z,8741,Península
4135.0,2025-05-04 02:45:00+02:00,2025-05-04T00:45:00Z,2025-05-04T00:45:00.000Z,8741,Península
4134.0,2025-05-04 03:00:00+02:00,2025-05-04T01:00:00Z,2025-05-04T01:00:00.000Z,8741,Península
4075.0,2025-05-04 03:15:00+02:00,2025-05-04T01:15:00Z,2025-05-04T01:15:00.000Z,8741,Península
4025.0,2025-05-04 03:30:00+02:00,2025-05-04T01:30:00Z,2025-05-04T01:30:00.000Z,8741,Península
3984.0,2025-05-04 03:45:00+02:00,2025-05-04T01:45:00Z,2025-05-04T01:45:00.000Z,8741,Península
4021.0,2025-05-04 04:00:00+02:00,2025-05-04T02:00:00Z,2025-05-04T02:00:00.000Z,8741,Península
3983.0,2025-05-04 04:15:00+02:00,2025-05-04T02:15:00Z,2025-05-04T02:15:00.000Z,8741,Península
3959.0,2025-05-04 04:30:00+02:00,2025-05-04T02:30:00Z,2025-05-04T02:30:00.000Z,8741,Península
3945.0,2025-05-04 04:45:00+02:00,2025-05-04T02:45:00Z,2025-05-04T02:45:00.000Z,8741,Península
4428.0,2025-05-04 05:00:00+02:00,2025-05-04T03:00:00Z,2025-05-04T03:00:00.000Z,8741,Península
4389.0,2025-05-04 05:15:00+02:00,2025-05-04T03:15:00Z,2025-05-04T03:15:00.000Z,8741,Península
4357.0,2025-05-04 05:30:00+02:00,2025-05-04T03:30:00Z,2025-05-04T03:30:00.000Z,8741,Península
4329.0,2025-05-04 05:45:00+02:00,2025-05-04T03:45:00Z,2025-05-04T03:45:00.000Z,8741,Península
4451.0,2025-05-04 06:00:00+02:00,2025-05-04T04:00:00Z,2025-05-04T04:00:00.000Z,8741,Península
